File,LOC,CC,MaxCC,NPM,NOC,Imports,Label
jax/_src/hardware_utils.py,181,25,13,5,1,6,0
jax/_src/public_test_util.py,379,39,4,26,0,8,0
jax/_src/lax_reference.py,572,131,9,53,0,8,0
jax/_src/deprecations.py,133,14,3,9,1,4,0
jax/_src/test_multiprocess.py,484,82,61,6,2,21,0
jax/_src/compiler.py,822,109,27,19,0,24,0
jax/_src/jaxpr_util.py,973,86,14,29,0,20,0
jax/_src/util.py,777,182,9,99,9,16,1
jax/_src/dtypes.py,1195,222,28,49,8,15,1
jax/_src/path.py,63,7,4,2,1,5,0
jax/_src/core.py,4382,1229,26,463,51,69,0
jax/_src/image/__init__.py,13,0,0,0,0,0,0
jax/_src/image/scale.py,505,60,12,11,1,14,1
jax/_src/pallas/pallas_test_util.py,54,26,11,3,2,4,0
jax/_src/pallas/hlo_interpreter.py,490,64,27,20,0,24,0
jax/_src/pallas/__init__.py,13,0,0,0,0,0,0
jax/_src/pallas/pallas_call.py,1379,142,35,28,0,44,0
jax/_src/pallas/utils.py,468,76,23,21,1,10,0
jax/_src/pallas/einshape.py,663,127,30,25,5,18,0
jax/_src/pallas/cost_estimate.py,261,32,10,12,2,17,0
jax/_src/pallas/mpmd.py,955,136,20,25,0,27,0
jax/_src/pallas/helpers.py,346,20,8,13,0,16,0
jax/_src/pallas/primitives.py,1452,241,24,63,3,33,0
jax/_src/pallas/core.py,1914,403,24,120,33,36,0
jax/_src/pallas/mosaic_gpu/torch.py,300,47,28,14,0,19,0
jax/_src/pallas/mosaic_gpu/pallas_call_registration.py,164,15,14,5,0,15,0
jax/_src/pallas/mosaic_gpu/__init__.py,13,0,0,0,0,0,0
jax/_src/pallas/mosaic_gpu/lowering.py,4694,804,35,176,9,58,0
jax/_src/pallas/mosaic_gpu/pipeline.py,1079,88,23,36,5,21,0
jax/_src/pallas/mosaic_gpu/helpers.py,466,28,8,21,1,16,0
jax/_src/pallas/mosaic_gpu/primitives.py,5339,747,49,162,4,42,0
jax/_src/pallas/mosaic_gpu/core.py,1984,461,20,126,37,37,0
jax/_src/pallas/mosaic_gpu/interpret/params.py,96,10,4,4,1,6,0
jax/_src/pallas/mosaic_gpu/interpret/jaxpr_interpret.py,876,131,25,37,2,22,0
jax/_src/pallas/mosaic_gpu/interpret/__init__.py,13,0,0,0,0,0,0
jax/_src/pallas/mosaic_gpu/interpret/shared_memory.py,498,68,10,20,2,10,0
jax/_src/pallas/mosaic_gpu/interpret/gpu_callbacks.py,1529,148,18,52,3,23,0
jax/_src/pallas/mosaic_gpu/interpret/interpret_pallas_call.py,577,48,9,15,1,19,0
jax/_src/pallas/fuser/jaxpr_fusion.py,369,45,20,11,0,15,0
jax/_src/pallas/fuser/block_spec.py,3059,515,27,187,12,31,0
jax/_src/pallas/fuser/fusible_dtype.py,589,97,8,46,4,27,0
jax/_src/pallas/fuser/__init__.py,23,0,0,0,0,9,0
jax/_src/pallas/fuser/custom_evaluate.py,82,8,6,5,1,8,0
jax/_src/pallas/fuser/fusible.py,141,20,7,10,0,13,0
jax/_src/pallas/fuser/fuser_utils.py,231,55,21,8,0,11,0
jax/_src/pallas/fuser/custom_fusion_lib.py,264,29,6,14,3,17,0
jax/_src/pallas/fuser/fusion.py,61,8,2,6,1,6,0
jax/_src/pallas/pipelining/__init__.py,13,0,0,0,0,0,0
jax/_src/pallas/pipelining/schedule_api.py,327,49,10,16,2,11,0
jax/_src/pallas/pipelining/pipeline_test_util.py,67,10,8,2,1,6,0
