File,LOC,CC,MaxCC,NPM,NOC,Imports,Label
pandas/tests/extension/base/accumulate.py,40,8,3,3,1,3,0
pandas/tests/extension/base/casting.py,96,28,7,9,1,6,1
pandas/tests/extension/base/base.py,2,1,1,0,1,0,0
pandas/tests/extension/base/dim2.py,353,117,20,19,2,7,0
pandas/tests/extension/base/reshaping.py,389,57,8,20,1,8,1
pandas/tests/extension/base/setitem.py,549,107,10,45,1,5,1
pandas/tests/extension/base/constructors.py,142,47,10,14,1,6,0
pandas/tests/extension/base/interface.py,204,76,14,16,1,9,0
pandas/tests/extension/base/getitem.py,504,88,11,35,1,4,1
pandas/tests/extension/base/missing.py,210,26,3,18,1,4,0
pandas/tests/extension/base/io.py,39,9,5,1,1,6,0
pandas/tests/extension/list/__init__.py,7,0,0,0,0,1,0
pandas/tests/extension/list/test_list.py,33,5,2,3,0,3,0
pandas/tests/extension/list/array.py,136,42,9,11,2,10,0
pandas/tests/extension/decimal/__init__.py,8,0,0,0,0,1,0
pandas/tests/extension/decimal/test_decimal.py,455,65,3,46,3,9,0
pandas/tests/extension/decimal/array.py,317,80,11,30,2,17,1
pandas/tests/extension/array_with_attr/__init__.py,6,0,0,0,0,1,0
